name,line
LORD POLONIUS,"That you have ta'en these tenders for true pay,"
LORD POLONIUS,"Which are not sterling. Tender yourself more dearly,"
LORD POLONIUS,"Or--not to crack the wind of the poor phrase,"
LORD POLONIUS,Running it thus--you'll tender me a fool.
OPHELIA,"My lord, he hath importuned me with love"
OPHELIA,In honourable fashion.
LORD POLONIUS,"Ay, fashion you may call it, go to, go to."
OPHELIA,"And hath given countenance to his speech, my lord,"
OPHELIA,With almost all the holy vows of heaven.
LORD POLONIUS,"Ay, springes to catch woodcocks. I do know,"
LORD POLONIUS,"When the blood burns, how prodigal the soul"
LORD POLONIUS,"Lends the tongue vows: these blazes, daughter,"
LORD POLONIUS,"Giving more light than heat, extinct in both,"
LORD POLONIUS,"Even in their promise, as it is a-making,"
LORD POLONIUS,You must not take for fire. From this time
LORD POLONIUS,"Be somewhat scanter of your maiden presence,"
LORD POLONIUS,Set your entreatments at a higher rate
LORD POLONIUS,"Than a command to parley. For Lord Hamlet,"
LORD POLONIUS,"Believe so much in him, that he is young"
LORD POLONIUS,And with a larger tether may he walk
LORD POLONIUS,"Than may be given you: in few, Ophelia,"
LORD POLONIUS,"Do not believe his vows, for they are brokers,"
LORD POLONIUS,"Not of that dye which their investments show,"
LORD POLONIUS,"But mere implorators of unholy suits,"
LORD POLONIUS,"Breathing like sanctified and pious bawds,"
LORD POLONIUS,The better to beguile. This is for all:
LORD POLONIUS,"I would not, in plain terms, from this time forth,"
LORD POLONIUS,"Have you so slander any moment leisure,"
LORD POLONIUS,As to give words or talk with the Lord Hamlet.
LORD POLONIUS,"Look to't, I charge you: come your ways."
OPHELIA,"I shall obey, my lord."
OPHELIA,Exeunt
OPHELIA,SCENE IV. The platform.
OPHELIA,"Enter HAMLET, HORATIO, and MARCELLUS"
HAMLET,"The air bites shrewdly, it is very cold."
HORATIO,It is a nipping and an eager air.
HAMLET,What hour now?
HORATIO,I think it lacks of twelve.
HAMLET,"No, it is struck."
HORATIO,Indeed? I heard it not: then it draws near the season
HORATIO,Wherein the spirit held his wont to walk.
HORATIO,"A flourish of trumpets, and ordnance shot off, within"
HORATIO,"What does this mean, my lord?"
HAMLET,"The king doth wake to-night and takes his rouse,"
HAMLET,"Keeps wassail, and the swaggering up-spring reels,"
HAMLET,"And, as he drains his draughts of Rhenish down,"
HAMLET,The kettle-drum and trumpet thus bray out
HAMLET,The triumph of his pledge.
HORATIO,Is it a custom?
HAMLET,"Ay, marry, is't:"
HAMLET,"But to my mind, though I am native here"
HAMLET,"And to the manner born, it is a custom"
HAMLET,More honour'd in the breach than the observance.
HAMLET,This heavy-headed revel east and west
HAMLET,Makes us traduced and tax'd of other nations:
HAMLET,"They clepe us drunkards, and with swinish phrase"
HAMLET,"Soil our addition, and indeed it takes"
HAMLET,"From our achievements, though perform'd at height,"
HAMLET,The pith and marrow of our attribute.
HAMLET,"So, oft it chances in particular men,"
HAMLET,"That for some vicious mole of nature in them,"
HAMLET,"As, in their birth--wherein they are not guilty,"
HAMLET,Since nature cannot choose his origin--
HAMLET,"By the o'ergrowth of some complexion,"
HAMLET,"Oft breaking down the pales and forts of reason,"
HAMLET,Or by some habit that too much o'er-leavens
HAMLET,"The form of plausive manners, that these men,"
HAMLET,"Carrying, I say, the stamp of one defect,"
HAMLET,"Being nature's livery, or fortune's star,--"
HAMLET,"Their virtues else--be they as pure as grace,"
HAMLET,As infinite as man may undergo--
HAMLET,Shall in the general censure take corruption
HAMLET,From that particular fault: the dram of eale
HAMLET,Doth all the noble substance of a doubt
HAMLET,To his own scandal.
HORATIO,"Look, my lord, it comes!"
HORATIO,Enter Ghost
HAMLET,Angels and ministers of grace defend us!
HAMLET,"Be thou a spirit of health or goblin damn'd,"
HAMLET,"Bring with thee airs from heaven or blasts from hell,"
HAMLET,"Be thy intents wicked or charitable,"
HAMLET,Thou comest in such a questionable shape
HAMLET,"That I will speak to thee: I'll call thee Hamlet,"
HAMLET,"King, father, royal Dane: O, answer me!"
HAMLET,"Let me not burst in ignorance, but tell"
HAMLET,"Why thy canonized bones, hearsed in death,"
HAMLET,"Have burst their cerements, why the sepulchre,"
HAMLET,"Wherein we saw thee quietly inurn'd,"
HAMLET,"Hath oped his ponderous and marble jaws,"
HAMLET,"To cast thee up again. What may this mean,"
HAMLET,"That thou, dead corse, again in complete steel"
HAMLET,"Revisit'st thus the glimpses of the moon,"
HAMLET,"Making night hideous, and we fools of nature"
HAMLET,So horridly to shake our disposition
HAMLET,With thoughts beyond the reaches of our souls?
HAMLET,"Say, why is this? wherefore? what should we do?"
HAMLET,Ghost beckons HAMLET
HORATIO,"It beckons you to go away with it,"
HORATIO,As if it some impartment did desire
HORATIO,To you alone.
MARCELLUS,"Look, with what courteous action"
MARCELLUS,It waves you to a more removed ground:
MARCELLUS,But do not go with it.
HORATIO,"No, by no means."
HAMLET,"It will not speak, then I will follow it."
HORATIO,"Do not, my lord."
HAMLET,"Why, what should be the fear?"
HAMLET,"I do not set my life in a pin's fee,"
HAMLET,"And for my soul, what can it do to that,"
HAMLET,Being a thing immortal as itself?
HAMLET,It waves me forth again: I'll follow it.
HORATIO,"What if it tempt you toward the flood, my lord,"
HORATIO,Or to the dreadful summit of the cliff
HORATIO,"That beetles o'er his base into the sea,"
HORATIO,"And there assume some other horrible form,"
HORATIO,Which might deprive your sovereignty of reason
HORATIO,And draw you into madness? think of it:
HORATIO,"The very place puts toys of desperation,"
HORATIO,"Without more motive, into every brain"
HORATIO,That looks so many fathoms to the sea
HORATIO,And hears it roar beneath.
HAMLET,It waves me still.
HAMLET,"Go on, I'll follow thee."
MARCELLUS,"You shall not go, my lord."
HAMLET,Hold off your hands.
HORATIO,"Be ruled, you shall not go."
HAMLET,"My fate cries out,"
HAMLET,And makes each petty artery in this body
HAMLET,As hardy as the Nemean lion's nerve.
HAMLET,"Still am I call'd. Unhand me, gentlemen."
HAMLET,"By heaven, I'll make a ghost of him that lets me!"
HAMLET,"I say, away! Go on, I'll follow thee."
HAMLET,Exeunt Ghost and HAMLET
HORATIO,He waxes desperate with imagination.
MARCELLUS,"Let's follow, 'tis not fit thus to obey him."
HORATIO,Have after. To what issue will this come?
MARCELLUS,Something is rotten in the state of Denmark.
HORATIO,Heaven will direct it.
MARCELLUS,"Nay, let's follow him."
MARCELLUS,Exeunt
MARCELLUS,SCENE V. Another part of the platform.
MARCELLUS,Enter GHOST and HAMLET
HAMLET,"Where wilt thou lead me? speak, I'll go no further."
Ghost,Mark me.
HAMLET,I will.
Ghost,"My hour is almost come,"
Ghost,When I to sulphurous and tormenting flames
Ghost,Must render up myself.
HAMLET,"Alas, poor ghost!"
Ghost,"Pity me not, but lend thy serious hearing"
Ghost,To what I shall unfold.
HAMLET,"Speak, I am bound to hear."
Ghost,"So art thou to revenge, when thou shalt hear."
HAMLET,What?
Ghost,"I am thy father's spirit,"
Ghost,"Doom'd for a certain term to walk the night,"
Ghost,"And for the day confined to fast in fires,"
Ghost,Till the foul crimes done in my days of nature
Ghost,Are burnt and purged away. But that I am forbid
Ghost,"To tell the secrets of my prison-house,"
Ghost,I could a tale unfold whose lightest word
Ghost,"Would harrow up thy soul, freeze thy young blood,"
Ghost,"Make thy two eyes, like stars, start from their spheres,"
Ghost,Thy knotted and combined locks to part
Ghost,"And each particular hair to stand on end,"
Ghost,Like quills upon the fretful porpentine:
Ghost,But this eternal blazon must not be
Ghost,"To ears of flesh and blood. List, list, O, list!"
Ghost,If thou didst ever thy dear father love--
HAMLET,O God!
Ghost,Revenge his foul and most unnatural murder.
HAMLET,Murder!
Ghost,"Murder most foul, as in the best it is,"
Ghost,"But this most foul, strange and unnatural."
HAMLET,"Haste me to know't, that I, with wings as swift"
HAMLET,"As meditation or the thoughts of love,"
HAMLET,May sweep to my revenge.
Ghost,"I find thee apt,"
Ghost,And duller shouldst thou be than the fat weed
Ghost,"That roots itself in ease on Lethe wharf,"
Ghost,"Wouldst thou not stir in this. Now, Hamlet, hear:"
Ghost,"'Tis given out that, sleeping in my orchard,"
Ghost,"A serpent stung me, so the whole ear of Denmark"
Ghost,Is by a forged process of my death
Ghost,"Rankly abused: but know, thou noble youth,"
Ghost,The serpent that did sting thy father's life
Ghost,Now wears his crown.
HAMLET,O my prophetic soul! My uncle!
Ghost,"Ay, that incestuous, that adulterate beast,"
Ghost,"With witchcraft of his wit, with traitorous gifts,--"
Ghost,"O wicked wit and gifts, that have the power"
Ghost,So to seduce!--won to his shameful lust
Ghost,The will of my most seeming-virtuous queen:
Ghost,"O Hamlet, what a falling-off was there!"
Ghost,"From me, whose love was of that dignity"
Ghost,That it went hand in hand even with the vow
Ghost,"I made to her in marriage, and to decline"
Ghost,Upon a wretch whose natural gifts were poor
Ghost,To those of mine!
Ghost,"But virtue, as it never will be moved,"
Ghost,"Though lewdness court it in a shape of heaven,"
Ghost,"So lust, though to a radiant angel link'd,"
Ghost,"Will sate itself in a celestial bed,"
Ghost,And prey on garbage.
Ghost,"But, soft! methinks I scent the morning air,"
Ghost,"Brief let me be. Sleeping within my orchard,"
Ghost,"My custom always of the afternoon,"
Ghost,"Upon my secure hour thy uncle stole,"
Ghost,"With juice of cursed hebenon in a vial,"
Ghost,And in the porches of my ears did pour
Ghost,"The leperous distilment, whose effect"
Ghost,Holds such an enmity with blood of man
Ghost,That swift as quicksilver it courses through
Ghost,"The natural gates and alleys of the body,"
Ghost,And with a sudden vigour doth posset
Ghost,"And curd, like eager droppings into milk,"
Ghost,"The thin and wholesome blood: so did it mine,"
Ghost,"And a most instant tetter bark'd about,"
Ghost,"Most lazar-like, with vile and loathsome crust,"
Ghost,All my smooth body.
Ghost,"Thus was I, sleeping, by a brother's hand"
Ghost,"Of life, of crown, of queen, at once dispatch'd:"
Ghost,"Cut off even in the blossoms of my sin,"
Ghost,"Unhousel'd, disappointed, unanel'd,"
Ghost,"No reckoning made, but sent to my account"
Ghost,With all my imperfections on my head:
Ghost,"O, horrible! O, horrible! most horrible!"
Ghost,"If thou hast nature in thee, bear it not,"
Ghost,Let not the royal bed of Denmark be
Ghost,A couch for luxury and damned incest.
Ghost,"But, howsoever thou pursuest this act,"
Ghost,"Taint not thy mind, nor let thy soul contrive"
Ghost,Against thy mother aught: leave her to heaven
Ghost,"And to those thorns that in her bosom lodge,"
Ghost,To prick and sting her. Fare thee well at once!
Ghost,"The glow-worm shows the matin to be near,"
Ghost,And 'gins to pale his uneffectual fire:
Ghost,"Adieu, adieu! Hamlet, remember me."
Ghost,Exit
HAMLET,O all you host of heaven! O earth! what else?
HAMLET,"And shall I couple hell? O, fie! Hold, hold, my heart,"
HAMLET,"And you, my sinews, grow not instant old,"
HAMLET,But bear me stiffly up. Remember thee!
HAMLET,"Ay, thou poor ghost, while memory holds a seat"
HAMLET,In this distracted globe. Remember thee!
HAMLET,"Yea, from the table of my memory"
HAMLET,"I'll wipe away all trivial fond records,"
HAMLET,"All saws of books, all forms, all pressures past,"
HAMLET,"That youth and observation copied there,"
HAMLET,And thy commandment all alone shall live
HAMLET,"Within the book and volume of my brain,"
HAMLET,"Unmix'd with baser matter: yes, by heaven!"
HAMLET,O most pernicious woman!
HAMLET,"O villain, villain, smiling, damned villain!"
HAMLET,"My tables,--meet it is I set it down,"
HAMLET,"That one may smile, and smile, and be a villain,"
HAMLET,At least I'm sure it may be so in Denmark:
HAMLET,Writing
HAMLET,"So, uncle, there you are. Now to my word,"
HAMLET,"It is 'Adieu, adieu! remember me.'"
HAMLET,I have sworn 't.
HORATIO,"[Within]  My lord, my lord,--"
MARCELLUS,"[Within]	Lord Hamlet,--"
HORATIO,"[Within]	Heaven secure him!"
HAMLET,So be it!
HORATIO,"[Within]  Hillo, ho, ho, my lord!"
HAMLET,"Hillo, ho, ho, boy! come, bird, come."
HAMLET,Enter HORATIO and MARCELLUS
MARCELLUS,"How is't, my noble lord?"
HORATIO,"What news, my lord?"
HAMLET,"O, wonderful!"
HORATIO,"Good my lord, tell it."
HAMLET,"No, you'll reveal it."
HORATIO,"Not I, my lord, by heaven."
MARCELLUS,"Nor I, my lord."
HAMLET,"How say you, then, would heart of man once think it?"
HAMLET,But you'll be secret?
MARCELLUS,"Ay, by heaven, my lord."
HAMLET,There's ne'er a villain dwelling in all Denmark
HAMLET,But he's an arrant knave.
HORATIO,"There needs no ghost, my lord, come from the grave"
HORATIO,To tell us this.
HAMLET,"Why, right, you are i' the right,"
HAMLET,"And so, without more circumstance at all,"
HAMLET,I hold it fit that we shake hands and part:
HAMLET,"You, as your business and desire shall point you,"
HAMLET,"For every man has business and desire,"
HAMLET,"Such as it is, and for mine own poor part,"
HAMLET,"Look you, I'll go pray."
HORATIO,"These are but wild and whirling words, my lord."
HAMLET,"I'm sorry they offend you, heartily,"
HAMLET,"Yes, 'faith heartily."
HORATIO,"There's no offence, my lord."
HAMLET,"Yes, by Saint Patrick, but there is, Horatio,"
HAMLET,"And much offence too. Touching this vision here,"
HAMLET,"It is an honest ghost, that let me tell you:"
HAMLET,"For your desire to know what is between us,"
HAMLET,"O'ermaster 't as you may. And now, good friends,"
HAMLET,"As you are friends, scholars and soldiers,"
HAMLET,Give me one poor request.
HORATIO,"What is't, my lord? we will."
HAMLET,Never make known what you have seen to-night.
MARCELLUS,"My lord, we will not."
HAMLET,"Nay, but swear't."
HORATIO,"In faith,"
HORATIO,"My lord, not I."
MARCELLUS,"Nor I, my lord, in faith."
HAMLET,Upon my sword.
MARCELLUS,"We have sworn, my lord, already."
HAMLET,"Indeed, upon my sword, indeed."
Ghost,[Beneath]  Swear.
HAMLET,"Ah, ha, boy! say'st thou so? art thou there,"
HAMLET,truepenny?
HAMLET,Come on--you hear this fellow in the cellarage--
HAMLET,Consent to swear.
HORATIO,"Propose the oath, my lord."
HAMLET,"Never to speak of this that you have seen,"
HAMLET,Swear by my sword.
Ghost,[Beneath]  Swear.
HAMLET,Hic et ubique? then we'll shift our ground.
HAMLET,"Come hither, gentlemen,"
HAMLET,And lay your hands again upon my sword:
